"","Department","Date","Zile"
"1787","Pediatric Hematology",2023-04-14,0
"1788","Pediatric Hematology",2023-04-21,0
"1789","Pediatric Hematology",2023-04-28,0
"1790","Pediatric Hematology",2023-05-05,0
"1791","Pediatric Hematology",2023-05-12,0
"1792","Pediatric Hematology",2023-05-19,0
"1793","Pediatric Hematology",2023-05-26,0
"1794","Pediatric Hematology",2023-06-02,0
"1795","Pediatric Hematology",2023-06-09,0
"1796","Pediatric Hematology",2023-06-16,0
"1797","Pediatric Hematology",2023-06-23,0
"1798","Pediatric Hematology",2023-06-30,0
"1799","Pediatric Hematology",2023-07-07,0
"1800","Pediatric Hematology",2023-07-14,0
"1801","Pediatric Hematology",2023-07-21,0
"1802","Pediatric Hematology",2023-07-28,0
"1803","Pediatric Hematology",2023-08-04,0
"1804","Pediatric Hematology",2023-08-11,0
"1805","Pediatric Hematology",2023-08-18,0
"1806","Pediatric Hematology",2023-08-25,0
"1807","Pediatric Hematology",2023-09-01,0
"1808","Pediatric Hematology",2023-09-08,0
"1809","Pediatric Hematology",2023-09-15,0
"1810","Pediatric Hematology",2023-09-22,0
"1811","Pediatric Hematology",2023-09-29,0
"1812","Pediatric Hematology",2023-10-06,0
"1813","Pediatric Hematology",2023-10-13,0
"1814","Pediatric Hematology",2023-10-20,0
"1815","Pediatric Hematology",2023-10-27,0
"1816","Pediatric Hematology",2023-11-03,0
"1817","Pediatric Hematology",2023-11-10,0
"1818","Pediatric Hematology",2023-11-17,0
"1819","Pediatric Hematology",2023-11-24,0
"1820","Pediatric Hematology",2023-12-01,0
"1821","Pediatric Hematology",2023-12-08,0
"1822","Pediatric Hematology",2023-12-15,0
"1823","Pediatric Hematology",2023-12-22,0
"1824","Pediatric Hematology",2023-12-29,0
"1825","Pediatric Oncology",2022-03-04,0
"1826","Pediatric Oncology",2022-03-11,0
"1827","Pediatric Oncology",2022-03-18,0
"1828","Pediatric Oncology",2022-03-25,0
"1829","Pediatric Oncology",2022-04-01,0
"1830","Pediatric Oncology",2022-04-08,0
"1831","Pediatric Oncology",2022-04-15,0
"1832","Pediatric Oncology",2022-04-22,0
"1833","Pediatric Oncology",2022-04-29,0
"1834","Pediatric Oncology",2022-05-06,0
"1835","Pediatric Oncology",2022-05-13,0
"1836","Pediatric Oncology",2022-05-20,0
"1837","Pediatric Oncology",2022-05-27,0
"1838","Pediatric Oncology",2022-06-03,0
"1839","Pediatric Oncology",2022-06-10,0
"1840","Pediatric Oncology",2022-06-17,0
"1841","Pediatric Oncology",2022-06-24,0
"1842","Pediatric Oncology",2022-07-01,0
"1843","Pediatric Oncology",2022-07-08,7
"1844","Pediatric Oncology",2022-07-15,4
"1845","Pediatric Oncology",2022-07-22,0
"1846","Pediatric Oncology",2022-07-29,31
"1847","Pediatric Oncology",2022-08-05,0
"1848","Pediatric Oncology",2022-08-12,1
"1849","Pediatric Oncology",2022-08-19,14
"1850","Pediatric Oncology",2022-08-26,0
"1851","Pediatric Oncology",2022-09-02,0
"1852","Pediatric Oncology",2022-09-09,0
"1853","Pediatric Oncology",2022-09-16,0
"1854","Pediatric Oncology",2022-09-23,0
"1855","Pediatric Oncology",2022-09-30,0
"1856","Pediatric Oncology",2022-10-07,0
"1857","Pediatric Oncology",2022-10-14,3
"1858","Pediatric Oncology",2022-10-21,3
"1859","Pediatric Oncology",2022-10-28,3
"1860","Pediatric Oncology",2022-11-04,3
"1861","Pediatric Oncology",2022-11-11,3
"1862","Pediatric Oncology",2022-11-18,3
"1863","Pediatric Oncology",2022-11-25,0
"1864","Pediatric Oncology",2022-12-02,0
"1865","Pediatric Oncology",2022-12-09,0
"1866","Pediatric Oncology",2022-12-16,0
"1867","Pediatric Oncology",2022-12-23,0
"1868","Pediatric Oncology",2022-12-30,0
"1869","Pediatric Oncology",2023-01-06,0
"1870","Pediatric Oncology",2023-01-13,0
"1871","Pediatric Oncology",2023-01-20,0
"1872","Pediatric Oncology",2023-01-27,0
"1873","Pediatric Oncology",2023-02-03,0
"1874","Pediatric Oncology",2023-02-10,0
"1875","Pediatric Oncology",2023-02-17,0
"1876","Pediatric Oncology",2023-02-24,0
"1877","Pediatric Oncology",2023-03-03,0
"1878","Pediatric Oncology",2023-03-10,0
"1879","Pediatric Oncology",2023-03-17,0
"1880","Pediatric Oncology",2023-03-24,0
"1881","Pediatric Oncology",2023-03-31,0
"1882","Pediatric Oncology",2023-04-07,0
"1883","Pediatric Oncology",2023-04-14,0
"1884","Pediatric Oncology",2023-04-21,0
"1885","Pediatric Oncology",2023-04-28,0
"1886","Pediatric Oncology",2023-05-05,0
"1887","Pediatric Oncology",2023-05-12,0
"1888","Pediatric Oncology",2023-05-19,0
"1889","Pediatric Oncology",2023-05-26,0
"1890","Pediatric Oncology",2023-06-02,0
"1891","Pediatric Oncology",2023-06-09,0
"1892","Pediatric Oncology",2023-06-16,0
"1893","Pediatric Oncology",2023-06-23,0
"1894","Pediatric Oncology",2023-06-30,0
"1895","Pediatric Oncology",2023-07-07,0
"1896","Pediatric Oncology",2023-07-14,0
"1897","Pediatric Oncology",2023-07-21,0
"1898","Pediatric Oncology",2023-07-28,0
"1899","Pediatric Oncology",2023-08-04,0
"1900","Pediatric Oncology",2023-08-11,0
"1901","Pediatric Oncology",2023-08-18,0
"1902","Pediatric Oncology",2023-08-25,0
"1903","Pediatric Oncology",2023-09-01,0
"1904","Pediatric Oncology",2023-09-08,0
"1905","Pediatric Oncology",2023-09-15,0
"1906","Pediatric Oncology",2023-09-22,0
"1907","Pediatric Oncology",2023-09-29,0
"1908","Pediatric Oncology",2023-10-06,0
"1909","Pediatric Oncology",2023-10-13,0
"1910","Pediatric Oncology",2023-10-20,0
"1911","Pediatric Oncology",2023-10-27,0
"1912","Pediatric Oncology",2023-11-03,0
"1913","Pediatric Oncology",2023-11-10,0
"1914","Pediatric Oncology",2023-11-17,0
"1915","Pediatric Oncology",2023-11-24,0
"1916","Pediatric Oncology",2023-12-01,0
"1917","Pediatric Oncology",2023-12-08,0
"1918","Pediatric Oncology",2023-12-15,0
"1919","Pediatric Oncology",2023-12-22,0
"1920","Pediatric Oncology",2023-12-29,0
"1921","Proctology",2022-03-04,13
"1922","Proctology",2022-03-11,15
"1923","Proctology",2022-03-18,17
"1924","Proctology",2022-03-25,19
"1925","Proctology",2022-04-01,21
"1926","Proctology",2022-04-08,17
"1927","Proctology",2022-04-15,10
"1928","Proctology",2022-04-22,8
"1929","Proctology",2022-04-29,14
"1930","Proctology",2022-05-06,9
"1931","Proctology",2022-05-13,9
"1932","Proctology",2022-05-20,9
"1933","Proctology",2022-05-27,11
"1934","Proctology",2022-06-03,16
"1935","Proctology",2022-06-10,13
"1936","Proctology",2022-06-17,10
"1937","Proctology",2022-06-24,10
"1938","Proctology",2022-07-01,9
"1939","Proctology",2022-07-08,7
"1940","Proctology",2022-07-15,18
"1941","Proctology",2022-07-22,30
"1942","Proctology",2022-07-29,24
"1943","Proctology",2022-08-05,23
"1944","Proctology",2022-08-12,9
"1945","Proctology",2022-08-19,0
"1946","Proctology",2022-08-26,10
"1947","Proctology",2022-09-02,16
"1948","Proctology",2022-09-09,17
"1949","Proctology",2022-09-16,17
"1950","Proctology",2022-09-23,17
"1951","Proctology",2022-09-30,17
"1952","Proctology",2022-10-07,16
"1953","Proctology",2022-10-14,17
"1954","Proctology",2022-10-21,12
"1955","Proctology",2022-10-28,10
"1956","Proctology",2022-11-04,9
"1957","Proctology",2022-11-11,10
"1958","Proctology",2022-11-18,10
"1959","Proctology",2022-11-25,11
"1960","Proctology",2022-12-02,16
"1961","Proctology",2022-12-09,10
"1962","Proctology",2022-12-16,10
"1963","Proctology",2022-12-23,10
"1964","Proctology",2022-12-30,10
"1965","Proctology",2023-01-06,10
"1966","Proctology",2023-01-13,10
"1967","Proctology",2023-01-20,10
"1968","Proctology",2023-01-27,17
"1969","Proctology",2023-02-03,9
"1970","Proctology",2023-02-10,9
"1971","Proctology",2023-02-17,10
"1972","Proctology",2023-02-24,9
"1973","Proctology",2023-03-03,17
"1974","Proctology",2023-03-10,17
"1975","Proctology",2023-03-17,17
"1976","Proctology",2023-03-24,17
"1977","Proctology",2023-03-31,17
"1978","Proctology",2023-04-07,16
"1979","Proctology",2023-04-14,17
"1980","Proctology",2023-04-21,17
"1981","Proctology",2023-04-28,17
"1982","Proctology",2023-05-05,23
"1983","Proctology",2023-05-12,23
"1984","Proctology",2023-05-19,16
"1985","Proctology",2023-05-26,17
"1986","Proctology",2023-06-02,17
"1987","Proctology",2023-06-09,10
"1988","Proctology",2023-06-16,9
"1989","Proctology",2023-06-23,3
"1990","Proctology",2023-06-30,2
"1991","Proctology",2023-07-07,3
"1992","Proctology",2023-07-14,9
"1993","Proctology",2023-07-21,9
"1994","Proctology",2023-07-28,2
"1995","Proctology",2023-08-04,2
"1996","Proctology",2023-08-11,3
"1997","Proctology",2023-08-18,3
"1998","Proctology",2023-08-25,2
"1999","Proctology",2023-09-01,2
"2000","Proctology",2023-09-08,10
"2001","Proctology",2023-09-15,10
"2002","Proctology",2023-09-22,10
"2003","Proctology",2023-09-29,8
"2004","Proctology",2023-10-06,6
"2005","Proctology",2023-10-13,6
"2006","Proctology",2023-10-20,5
"2007","Proctology",2023-10-27,6
"2008","Proctology",2023-11-03,13
"2009","Proctology",2023-11-10,12
"2010","Proctology",2023-11-17,12
"2011","Proctology",2023-11-24,12
"2012","Proctology",2023-12-01,6
"2013","Proctology",2023-12-08,6
"2014","Proctology",2023-12-15,20
"2015","Proctology",2023-12-22,20
"2016","Proctology",2023-12-29,26
"2017","Radiation Oncology 1",2022-03-04,32
"2018","Radiation Oncology 1",2022-03-11,33
"2019","Radiation Oncology 1",2022-03-18,34
"2020","Radiation Oncology 1",2022-03-25,35
"2021","Radiation Oncology 1",2022-04-01,36
"2022","Radiation Oncology 1",2022-04-08,0
"2023","Radiation Oncology 1",2022-04-15,30
"2024","Radiation Oncology 1",2022-04-22,5
"2025","Radiation Oncology 1",2022-04-29,34
"2026","Radiation Oncology 1",2022-05-06,28
"2027","Radiation Oncology 1",2022-05-13,32
"2028","Radiation Oncology 1",2022-05-20,35
"2029","Radiation Oncology 1",2022-05-27,35
"2030","Radiation Oncology 1",2022-06-03,35
"2031","Radiation Oncology 1",2022-06-10,38
"2032","Radiation Oncology 1",2022-06-17,42
"2033","Radiation Oncology 1",2022-06-24,38
"2034","Radiation Oncology 1",2022-07-01,35
"2035","Radiation Oncology 1",2022-07-08,29
"2036","Radiation Oncology 1",2022-07-15,32
"2037","Radiation Oncology 1",2022-07-22,35
"2038","Radiation Oncology 1",2022-07-29,35
"2039","Radiation Oncology 1",2022-08-05,29
"2040","Radiation Oncology 1",2022-08-12,29
"2041","Radiation Oncology 1",2022-08-19,28
"2042","Radiation Oncology 1",2022-08-26,23
"2043","Radiation Oncology 1",2022-09-02,23
"2044","Radiation Oncology 1",2022-09-09,21
"2045","Radiation Oncology 1",2022-09-16,21
"2046","Radiation Oncology 1",2022-09-23,28
"2047","Radiation Oncology 1",2022-09-30,30
"2048","Radiation Oncology 1",2022-10-07,28
"2049","Radiation Oncology 1",2022-10-14,22
"2050","Radiation Oncology 1",2022-10-21,21
"2051","Radiation Oncology 1",2022-10-28,21
"2052","Radiation Oncology 1",2022-11-04,22
"2053","Radiation Oncology 1",2022-11-11,21
"2054","Radiation Oncology 1",2022-11-18,21
"2055","Radiation Oncology 1",2022-11-25,21
"2056","Radiation Oncology 1",2022-12-02,15
"2057","Radiation Oncology 1",2022-12-09,21
"2058","Radiation Oncology 1",2022-12-16,14
"2059","Radiation Oncology 1",2022-12-23,29
"2060","Radiation Oncology 1",2022-12-30,29
"2061","Radiation Oncology 1",2023-01-06,28
"2062","Radiation Oncology 1",2023-01-13,23
"2063","Radiation Oncology 1",2023-01-20,23
"2064","Radiation Oncology 1",2023-01-27,21
"2065","Radiation Oncology 1",2023-02-03,21
"2066","Radiation Oncology 1",2023-02-10,21
"2067","Radiation Oncology 1",2023-02-17,24
"2068","Radiation Oncology 1",2023-02-24,21
"2069","Radiation Oncology 1",2023-03-03,28
"2070","Radiation Oncology 1",2023-03-10,28
"2071","Radiation Oncology 1",2023-03-17,21
"2072","Radiation Oncology 1",2023-03-24,22
"2073","Radiation Oncology 1",2023-03-31,30
"2074","Radiation Oncology 1",2023-04-07,30
"2075","Radiation Oncology 1",2023-04-14,30
"2076","Radiation Oncology 1",2023-04-21,28
"2077","Radiation Oncology 1",2023-04-28,28
"2078","Radiation Oncology 1",2023-05-05,22
"2079","Radiation Oncology 1",2023-05-12,21
"2080","Radiation Oncology 1",2023-05-19,21
"2081","Radiation Oncology 1",2023-05-26,14
"2082","Radiation Oncology 1",2023-06-02,21
"2083","Radiation Oncology 1",2023-06-09,15
"2084","Radiation Oncology 1",2023-06-16,9
"2085","Radiation Oncology 1",2023-06-23,7
"2086","Radiation Oncology 1",2023-06-30,7
"2087","Radiation Oncology 1",2023-07-07,3
"2088","Radiation Oncology 1",2023-07-14,14
"2089","Radiation Oncology 1",2023-07-21,15
"2090","Radiation Oncology 1",2023-07-28,21
"2091","Radiation Oncology 1",2023-08-04,21
"2092","Radiation Oncology 1",2023-08-11,21
"2093","Radiation Oncology 1",2023-08-18,15
"2094","Radiation Oncology 1",2023-08-25,15
"2095","Radiation Oncology 1",2023-09-01,15
"2096","Radiation Oncology 1",2023-09-08,15
"2097","Radiation Oncology 1",2023-09-15,14
"2098","Radiation Oncology 1",2023-09-22,14
"2099","Radiation Oncology 1",2023-09-29,19
"2100","Radiation Oncology 1",2023-10-06,24
"2101","Radiation Oncology 1",2023-10-13,20
"2102","Radiation Oncology 1",2023-10-20,17
"2103","Radiation Oncology 1",2023-10-27,18
"2104","Radiation Oncology 1",2023-11-03,24
"2105","Radiation Oncology 1",2023-11-10,24
"2106","Radiation Oncology 1",2023-11-17,31
"2107","Radiation Oncology 1",2023-11-24,24
"2108","Radiation Oncology 1",2023-12-01,26
"2109","Radiation Oncology 1",2023-12-08,0
"2110","Radiation Oncology 1",2023-12-15,32
"2111","Radiation Oncology 1",2023-12-22,32
"2112","Radiation Oncology 1",2023-12-29,32
"2113","Radiation Oncology 2",2022-03-04,31
"2114","Radiation Oncology 2",2022-03-11,32
"2115","Radiation Oncology 2",2022-03-18,34
"2116","Radiation Oncology 2",2022-03-25,35
"2117","Radiation Oncology 2",2022-04-01,36
"2118","Radiation Oncology 2",2022-04-08,0
"2119","Radiation Oncology 2",2022-04-15,36
"2120","Radiation Oncology 2",2022-04-22,5
"2121","Radiation Oncology 2",2022-04-29,34
"2122","Radiation Oncology 2",2022-05-06,34
"2123","Radiation Oncology 2",2022-05-13,34
"2124","Radiation Oncology 2",2022-05-20,35
"2125","Radiation Oncology 2",2022-05-27,42
"2126","Radiation Oncology 2",2022-06-03,35
"2127","Radiation Oncology 2",2022-06-10,38
"2128","Radiation Oncology 2",2022-06-17,42
"2129","Radiation Oncology 2",2022-06-24,36
"2130","Radiation Oncology 2",2022-07-01,35
"2131","Radiation Oncology 2",2022-07-08,29
"2132","Radiation Oncology 2",2022-07-15,28
"2133","Radiation Oncology 2",2022-07-22,28
"2134","Radiation Oncology 2",2022-07-29,28
"2135","Radiation Oncology 2",2022-08-05,29
"2136","Radiation Oncology 2",2022-08-12,29
"2137","Radiation Oncology 2",2022-08-19,28
"2138","Radiation Oncology 2",2022-08-26,23
"2139","Radiation Oncology 2",2022-09-02,23
"2140","Radiation Oncology 2",2022-09-09,21
"2141","Radiation Oncology 2",2022-09-16,21
"2142","Radiation Oncology 2",2022-09-23,28
"2143","Radiation Oncology 2",2022-09-30,29
"2144","Radiation Oncology 2",2022-10-07,29
"2145","Radiation Oncology 2",2022-10-14,22
"2146","Radiation Oncology 2",2022-10-21,21
"2147","Radiation Oncology 2",2022-10-28,21
"2148","Radiation Oncology 2",2022-11-04,28
"2149","Radiation Oncology 2",2022-11-11,21
"2150","Radiation Oncology 2",2022-11-18,16
"2151","Radiation Oncology 2",2022-11-25,21
"2152","Radiation Oncology 2",2022-12-02,15
"2153","Radiation Oncology 2",2022-12-09,16
"2154","Radiation Oncology 2",2022-12-16,14
"2155","Radiation Oncology 2",2022-12-23,29
"2156","Radiation Oncology 2",2022-12-30,29
"2157","Radiation Oncology 2",2023-01-06,28
"2158","Radiation Oncology 2",2023-01-13,23
"2159","Radiation Oncology 2",2023-01-20,23
"2160","Radiation Oncology 2",2023-01-27,21
"2161","Radiation Oncology 2",2023-02-03,21
"2162","Radiation Oncology 2",2023-02-10,21
"2163","Radiation Oncology 2",2023-02-17,24
"2164","Radiation Oncology 2",2023-02-24,21
"2165","Radiation Oncology 2",2023-03-03,28
"2166","Radiation Oncology 2",2023-03-10,28
"2167","Radiation Oncology 2",2023-03-17,21
"2168","Radiation Oncology 2",2023-03-24,22
"2169","Radiation Oncology 2",2023-03-31,30
"2170","Radiation Oncology 2",2023-04-07,30
"2171","Radiation Oncology 2",2023-04-14,22
"2172","Radiation Oncology 2",2023-04-21,28
"2173","Radiation Oncology 2",2023-04-28,21
"2174","Radiation Oncology 2",2023-05-05,22
"2175","Radiation Oncology 2",2023-05-12,15
"2176","Radiation Oncology 2",2023-05-19,21
"2177","Radiation Oncology 2",2023-05-26,14
"2178","Radiation Oncology 2",2023-06-02,21
"2179","Radiation Oncology 2",2023-06-09,14
"2180","Radiation Oncology 2",2023-06-16,14
"2181","Radiation Oncology 2",2023-06-23,7
"2182","Radiation Oncology 2",2023-06-30,2
"2183","Radiation Oncology 2",2023-07-07,8
"2184","Radiation Oncology 2",2023-07-14,14
"2185","Radiation Oncology 2",2023-07-21,9
"2186","Radiation Oncology 2",2023-07-28,21
"2187","Radiation Oncology 2",2023-08-04,21
"2188","Radiation Oncology 2",2023-08-11,21
"2189","Radiation Oncology 2",2023-08-18,15
"2190","Radiation Oncology 2",2023-08-25,15
"2191","Radiation Oncology 2",2023-09-01,21
"2192","Radiation Oncology 2",2023-09-08,15
"2193","Radiation Oncology 2",2023-09-15,14
"2194","Radiation Oncology 2",2023-09-22,14
"2195","Radiation Oncology 2",2023-09-29,19
"2196","Radiation Oncology 2",2023-10-06,24
"2197","Radiation Oncology 2",2023-10-13,24
"2198","Radiation Oncology 2",2023-10-20,21
"2199","Radiation Oncology 2",2023-10-27,18
"2200","Radiation Oncology 2",2023-11-03,24
"2201","Radiation Oncology 2",2023-11-10,24
"2202","Radiation Oncology 2",2023-11-17,31
"2203","Radiation Oncology 2",2023-11-24,24
"2204","Radiation Oncology 2",2023-12-01,26
"2205","Radiation Oncology 2",2023-12-08,0
"2206","Radiation Oncology 2",2023-12-15,32
"2207","Radiation Oncology 2",2023-12-22,32
"2208","Radiation Oncology 2",2023-12-29,32
"2209","Radiation Oncology 3",2022-03-04,10
"2210","Radiation Oncology 3",2022-03-11,9
"2211","Radiation Oncology 3",2022-03-18,8
"2212","Radiation Oncology 3",2022-03-25,8
"2213","Radiation Oncology 3",2022-04-01,7
"2214","Radiation Oncology 3",2022-04-08,2
"2215","Radiation Oncology 3",2022-04-15,2
"2216","Radiation Oncology 3",2022-04-22,8
"2217","Radiation Oncology 3",2022-04-29,31
"2218","Radiation Oncology 3",2022-05-06,2
"2219","Radiation Oncology 3",2022-05-13,6
"2220","Radiation Oncology 3",2022-05-20,9
"2221","Radiation Oncology 3",2022-05-27,14
"2222","Radiation Oncology 3",2022-06-03,7
"2223","Radiation Oncology 3",2022-06-10,4
"2224","Radiation Oncology 3",2022-06-17,0
"2225","Radiation Oncology 3",2022-06-24,0
"2226","Radiation Oncology 3",2022-07-01,7
"2227","Radiation Oncology 3",2022-07-08,21
"2228","Radiation Oncology 3",2022-07-15,24
"2229","Radiation Oncology 3",2022-07-22,28
"2230","Radiation Oncology 3",2022-07-29,28
"2231","Radiation Oncology 3",2022-08-05,28
"2232","Radiation Oncology 3",2022-08-12,28
"2233","Radiation Oncology 3",2022-08-19,28
"2234","Radiation Oncology 3",2022-08-26,28
"2235","Radiation Oncology 3",2022-09-02,21
"2236","Radiation Oncology 3",2022-09-09,16
"2237","Radiation Oncology 3",2022-09-16,16
"2238","Radiation Oncology 3",2022-09-23,17
"2239","Radiation Oncology 3",2022-09-30,15
"2240","Radiation Oncology 3",2022-10-07,28
"2241","Radiation Oncology 3",2022-10-14,22
"2242","Radiation Oncology 3",2022-10-21,21
"2243","Radiation Oncology 3",2022-10-28,21
"2244","Radiation Oncology 3",2022-11-04,16
"2245","Radiation Oncology 3",2022-11-11,14
"2246","Radiation Oncology 3",2022-11-18,14
"2247","Radiation Oncology 3",2022-11-25,10
"2248","Radiation Oncology 3",2022-12-02,9
"2249","Radiation Oncology 3",2022-12-09,14
"2250","Radiation Oncology 3",2022-12-16,9
"2251","Radiation Oncology 3",2022-12-23,9
"2252","Radiation Oncology 3",2022-12-30,14
"2253","Radiation Oncology 3",2023-01-06,9
"2254","Radiation Oncology 3",2023-01-13,7
"2255","Radiation Oncology 3",2023-01-20,7
"2256","Radiation Oncology 3",2023-01-27,1
"2257","Radiation Oncology 3",2023-02-03,1
"2258","Radiation Oncology 3",2023-02-10,7
"2259","Radiation Oncology 3",2023-02-17,8
"2260","Radiation Oncology 3",2023-02-24,14
"2261","Radiation Oncology 3",2023-03-03,14
"2262","Radiation Oncology 3",2023-03-10,14
"2263","Radiation Oncology 3",2023-03-17,14
"2264","Radiation Oncology 3",2023-03-24,0
"2265","Radiation Oncology 3",2023-03-31,8
"2266","Radiation Oncology 3",2023-04-07,8
"2267","Radiation Oncology 3",2023-04-14,2
"2268","Radiation Oncology 3",2023-04-21,8
"2269","Radiation Oncology 3",2023-04-28,8
"2270","Radiation Oncology 3",2023-05-05,2
"2271","Radiation Oncology 3",2023-05-12,7
"2272","Radiation Oncology 3",2023-05-19,7
"2273","Radiation Oncology 3",2023-05-26,7
"2274","Radiation Oncology 3",2023-06-02,7
"2275","Radiation Oncology 3",2023-06-09,7
"2276","Radiation Oncology 3",2023-06-16,2
"2277","Radiation Oncology 3",2023-06-23,1
"2278","Radiation Oncology 3",2023-06-30,2
"2279","Radiation Oncology 3",2023-07-07,1
"2280","Radiation Oncology 3",2023-07-14,7
"2281","Radiation Oncology 3",2023-07-21,2
"2282","Radiation Oncology 3",2023-07-28,1
"2283","Radiation Oncology 3",2023-08-04,0
"2284","Radiation Oncology 3",2023-08-11,0
"2285","Radiation Oncology 3",2023-08-18,0
"2286","Radiation Oncology 3",2023-08-25,1
"2287","Radiation Oncology 3",2023-09-01,1
"2288","Radiation Oncology 3",2023-09-08,0
"2289","Radiation Oncology 3",2023-09-15,0
"2290","Radiation Oncology 3",2023-09-22,0
"2291","Radiation Oncology 3",2023-09-29,8
"2292","Radiation Oncology 3",2023-10-06,17
"2293","Radiation Oncology 3",2023-10-13,11
"2294","Radiation Oncology 3",2023-10-20,11
"2295","Radiation Oncology 3",2023-10-27,11
"2296","Radiation Oncology 3",2023-11-03,11
"2297","Radiation Oncology 3",2023-11-10,10
"2298","Radiation Oncology 3",2023-11-17,17
"2299","Radiation Oncology 3",2023-11-24,24
"2300","Radiation Oncology 3",2023-12-01,26
"2301","Radiation Oncology 3",2023-12-08,0
"2302","Radiation Oncology 3",2023-12-15,32
"2303","Radiation Oncology 3",2023-12-22,31
"2304","Radiation Oncology 3",2023-12-29,24
"2305","Thoracoabdominal oncology",2022-03-04,5
"2306","Thoracoabdominal oncology",2022-03-11,4
"2307","Thoracoabdominal oncology",2022-03-18,4
"2308","Thoracoabdominal oncology",2022-03-25,4
"2309","Thoracoabdominal oncology",2022-04-01,3
"2310","Thoracoabdominal oncology",2022-04-08,3
"2311","Thoracoabdominal oncology",2022-04-15,0
"2312","Thoracoabdominal oncology",2022-04-22,0
"2313","Thoracoabdominal oncology",2022-04-29,0
"2314","Thoracoabdominal oncology",2022-05-06,0
"2315","Thoracoabdominal oncology",2022-05-13,0
"2316","Thoracoabdominal oncology",2022-05-20,1
"2317","Thoracoabdominal oncology",2022-05-27,1
"2318","Thoracoabdominal oncology",2022-06-03,0
"2319","Thoracoabdominal oncology",2022-06-10,2
"2320","Thoracoabdominal oncology",2022-06-17,3
"2321","Thoracoabdominal oncology",2022-06-24,2
"2322","Thoracoabdominal oncology",2022-07-01,0
"2323","Thoracoabdominal oncology",2022-07-08,3
"2324","Thoracoabdominal oncology",2022-07-15,2
"2325","Thoracoabdominal oncology",2022-07-22,2
"2326","Thoracoabdominal oncology",2022-07-29,2
"2327","Thoracoabdominal oncology",2022-08-05,2
"2328","Thoracoabdominal oncology",2022-08-12,2
"2329","Thoracoabdominal oncology",2022-08-19,13
"2330","Thoracoabdominal oncology",2022-08-26,3
"2331","Thoracoabdominal oncology",2022-09-02,4
"2332","Thoracoabdominal oncology",2022-09-09,0
"2333","Thoracoabdominal oncology",2022-09-16,3
"2334","Thoracoabdominal oncology",2022-09-23,3
"2335","Thoracoabdominal oncology",2022-09-30,3
"2336","Thoracoabdominal oncology",2022-10-07,3
"2337","Thoracoabdominal oncology",2022-10-14,3
"2338","Thoracoabdominal oncology",2022-10-21,1
"2339","Thoracoabdominal oncology",2022-10-28,3
"2340","Thoracoabdominal oncology",2022-11-04,1
"2341","Thoracoabdominal oncology",2022-11-11,2
"2342","Thoracoabdominal oncology",2022-11-18,3
"2343","Thoracoabdominal oncology",2022-11-25,3
"2344","Thoracoabdominal oncology",2022-12-02,3
"2345","Thoracoabdominal oncology",2022-12-09,3
"2346","Thoracoabdominal oncology",2022-12-16,2
"2347","Thoracoabdominal oncology",2022-12-23,2
"2348","Thoracoabdominal oncology",2022-12-30,0
"2349","Thoracoabdominal oncology",2023-01-06,1
"2350","Thoracoabdominal oncology",2023-01-13,0
"2351","Thoracoabdominal oncology",2023-01-20,0
"2352","Thoracoabdominal oncology",2023-01-27,3
"2353","Thoracoabdominal oncology",2023-02-03,0
"2354","Thoracoabdominal oncology",2023-02-10,3
"2355","Thoracoabdominal oncology",2023-02-17,3
"2356","Thoracoabdominal oncology",2023-02-24,4
"2357","Thoracoabdominal oncology",2023-03-03,1
"2358","Thoracoabdominal oncology",2023-03-10,1
"2359","Thoracoabdominal oncology",2023-03-17,10
"2360","Thoracoabdominal oncology",2023-03-24,3
"2361","Thoracoabdominal oncology",2023-03-31,18
"2362","Thoracoabdominal oncology",2023-04-07,15
"2363","Thoracoabdominal oncology",2023-04-14,8
"2364","Thoracoabdominal oncology",2023-04-21,8
"2365","Thoracoabdominal oncology",2023-04-28,3
"2366","Thoracoabdominal oncology",2023-05-05,3
"2367","Thoracoabdominal oncology",2023-05-12,2
"2368","Thoracoabdominal oncology",2023-05-19,4
"2369","Thoracoabdominal oncology",2023-05-26,2
"2370","Thoracoabdominal oncology",2023-06-02,3
"2371","Thoracoabdominal oncology",2023-06-09,1
"2372","Thoracoabdominal oncology",2023-06-16,1
"2373","Thoracoabdominal oncology",2023-06-23,3
"2374","Thoracoabdominal oncology",2023-06-30,0
"2375","Thoracoabdominal oncology",2023-07-07,7
"2376","Thoracoabdominal oncology",2023-07-14,2
"2377","Thoracoabdominal oncology",2023-07-21,1
"2378","Thoracoabdominal oncology",2023-07-28,1
"2379","Thoracoabdominal oncology",2023-08-04,3
"2380","Thoracoabdominal oncology",2023-08-11,2
"2381","Thoracoabdominal oncology",2023-08-18,1
"2382","Thoracoabdominal oncology",2023-08-25,0
"2383","Thoracoabdominal oncology",2023-09-01,1
"2384","Thoracoabdominal oncology",2023-09-08,0
"2385","Thoracoabdominal oncology",2023-09-15,0
"2386","Thoracoabdominal oncology",2023-09-22,0
"2387","Thoracoabdominal oncology",2023-09-29,2
"2388","Thoracoabdominal oncology",2023-10-06,3
"2389","Thoracoabdominal oncology",2023-10-13,3
"2390","Thoracoabdominal oncology",2023-10-20,3
"2391","Thoracoabdominal oncology",2023-10-27,3
