"","Sectie","Data","Zile"
"1728","Oncologie medicală 1",2022-11-28,14
"1729","Oncologie medicală 1",2022-12-05,8
"1730","Oncologie medicală 1",2022-12-12,11
"1731","Oncologie medicală 1",2022-12-19,14
"1732","Oncologie medicală 1",2022-12-26,14
"1733","Oncologie medicală 1",2023-01-02,10
"1734","Oncologie medicală 1",2023-01-09,4
"1735","Oncologie medicală 1",2023-01-16,10
"1736","Oncologie medicală 1",2023-01-23,9
"1737","Oncologie medicală 1",2023-01-30,8
"1738","Oncologie medicală 1",2023-02-06,7
"1739","Oncologie medicală 1",2023-02-13,7
"1740","Oncologie medicală 1",2023-02-20,9
"1741","Oncologie medicală 1",2023-02-27,10
"1742","Oncologie medicală 1",2023-03-06,9
"1743","Oncologie medicală 1",2023-03-13,14
"1744","Oncologie medicală 1",2023-03-20,10
"1745","Oncologie medicală 1",2023-03-27,10
"1746","Oncologie medicală 1",2023-04-03,10
"1747","Oncologie medicală 1",2023-04-10,9
"1748","Oncologie medicală 1",2023-04-17,15
"1749","Oncologie medicală 1",2023-04-24,8
"1750","Oncologie medicală 1",2023-05-01,14
"1751","Oncologie medicală 1",2023-05-08,8
"1752","Oncologie medicală 1",2023-05-15,4
"1753","Oncologie medicală 1",2023-05-22,15
"1754","Oncologie medicală 1",2023-05-29,6
"1755","Oncologie medicală 1",2023-06-05,7
"1756","Oncologie medicală 1",2023-06-12,8
"1757","Oncologie medicală 1",2023-06-19,7
"1758","Oncologie medicală 1",2023-06-26,11
"1759","Oncologie medicală 1",2023-07-03,4
"1760","Oncologie medicală 1",2023-07-10,7
"1761","Oncologie medicală 1",2023-07-17,7
"1762","Oncologie medicală 1",2023-07-24,8
"1763","Oncologie medicală 1",2023-07-31,3
"1764","Oncologie medicală 1",2023-08-07,8
"1765","Oncologie medicală 1",2023-08-14,7
"1766","Oncologie medicală 1",2023-08-21,7
"1767","Oncologie medicală 1",2023-08-28,11
"1768","Oncologie medicală 1",2023-09-04,9
"1769","Oncologie medicală 1",2023-09-11,2
"1770","Oncologie medicală 1",2023-09-18,4
"1771","Oncologie medicală 1",2023-09-25,2
"1772","Oncologie medicală 2",2022-03-04,7
"1773","Oncologie medicală 2",2022-03-28,3
"1774","Oncologie medicală 2",2022-04-04,7
"1775","Oncologie medicală 2",2022-04-11,0
"1776","Oncologie medicală 2",2022-04-18,17
"1777","Oncologie medicală 2",2022-04-26,7
"1778","Oncologie medicală 2",2022-05-03,7
"1779","Oncologie medicală 2",2022-05-16,7
"1780","Oncologie medicală 2",2022-05-23,7
"1781","Oncologie medicală 2",2022-05-30,7
"1782","Oncologie medicală 2",2022-06-13,8
"1783","Oncologie medicală 2",2022-06-20,8
"1784","Oncologie medicală 2",2022-06-27,14
"1785","Oncologie medicală 2",2022-07-04,7
"1786","Oncologie medicală 2",2022-07-18,16
"1787","Oncologie medicală 2",2022-07-25,7
"1788","Oncologie medicală 2",2022-08-01,9
"1789","Oncologie medicală 2",2022-08-08,2
"1790","Oncologie medicală 2",2022-08-15,9
"1791","Oncologie medicală 2",2022-08-22,11
"1792","Oncologie medicală 2",2022-08-29,15
"1793","Oncologie medicală 2",2022-09-05,3
"1794","Oncologie medicală 2",2022-09-12,3
"1795","Oncologie medicală 2",2022-09-19,3
"1796","Oncologie medicală 2",2022-09-26,11
"1797","Oncologie medicală 2",2022-10-03,14
"1798","Oncologie medicală 2",2022-10-10,0
"1799","Oncologie medicală 2",2022-10-17,7
"1800","Oncologie medicală 2",2022-10-24,2
"1801","Oncologie medicală 2",2022-10-31,3
"1802","Oncologie medicală 2",2022-11-07,2
"1803","Oncologie medicală 2",2022-11-14,1
"1804","Oncologie medicală 2",2022-11-21,9
"1805","Oncologie medicală 2",2022-11-28,3
"1806","Oncologie medicală 2",2022-12-05,8
"1807","Oncologie medicală 2",2022-12-12,9
"1808","Oncologie medicală 2",2022-12-19,9
"1809","Oncologie medicală 2",2022-12-26,2
"1810","Oncologie medicală 2",2023-01-02,3
"1811","Oncologie medicală 2",2023-01-09,4
"1812","Oncologie medicală 2",2023-01-16,3
"1813","Oncologie medicală 2",2023-01-23,3
"1814","Oncologie medicală 2",2023-01-30,3
"1815","Oncologie medicală 2",2023-02-06,7
"1816","Oncologie medicală 2",2023-02-13,7
"1817","Oncologie medicală 2",2023-02-20,4
"1818","Oncologie medicală 2",2023-02-27,4
"1819","Oncologie medicală 2",2023-03-06,3
"1820","Oncologie medicală 2",2023-03-13,7
"1821","Oncologie medicală 2",2023-03-20,4
"1822","Oncologie medicală 2",2023-03-27,4
"1823","Oncologie medicală 2",2023-04-03,7
"1824","Oncologie medicală 2",2023-04-10,4
"1825","Oncologie medicală 2",2023-04-17,1
"1826","Oncologie medicală 2",2023-04-24,3
"1827","Oncologie medicală 2",2023-05-01,14
"1828","Oncologie medicală 2",2023-05-08,8
"1829","Oncologie medicală 2",2023-05-15,3
"1830","Oncologie medicală 2",2023-05-22,7
"1831","Oncologie medicală 2",2023-05-29,4
"1832","Oncologie medicală 2",2023-06-05,1
"1833","Oncologie medicală 2",2023-06-12,3
"1834","Oncologie medicală 2",2023-06-19,4
"1835","Oncologie medicală 2",2023-06-26,8
"1836","Oncologie medicală 2",2023-07-03,4
"1837","Oncologie medicală 2",2023-07-10,4
"1838","Oncologie medicală 2",2023-07-17,0
"1839","Oncologie medicală 2",2023-07-24,7
"1840","Oncologie medicală 2",2023-07-31,4
"1841","Oncologie medicală 2",2023-08-07,9
"1842","Oncologie medicală 2",2023-08-14,7
"1843","Oncologie medicală 2",2023-08-21,8
"1844","Oncologie medicală 2",2023-08-28,11
"1845","Oncologie medicală 2",2023-09-04,4
"1846","Oncologie medicală 2",2023-09-11,2
"1847","Oncologie medicală 2",2023-09-18,2
"1848","Oncologie medicală 2",2023-09-25,1
"1849","Oncologie medicală 3",2022-03-04,5
"1850","Oncologie medicală 3",2022-03-28,17
"1851","Oncologie medicală 3",2022-04-04,22
"1852","Oncologie medicală 3",2022-04-11,9
"1853","Oncologie medicală 3",2022-04-18,23
"1854","Oncologie medicală 3",2022-04-26,7
"1855","Oncologie medicală 3",2022-05-03,13
"1856","Oncologie medicală 3",2022-05-16,22
"1857","Oncologie medicală 3",2022-05-23,12
"1858","Oncologie medicală 3",2022-05-30,17
"1859","Oncologie medicală 3",2022-06-13,14
"1860","Oncologie medicală 3",2022-06-20,10
"1861","Oncologie medicală 3",2022-06-27,21
"1862","Oncologie medicală 3",2022-07-04,18
"1863","Oncologie medicală 3",2022-07-18,32
"1864","Oncologie medicală 3",2022-07-25,21
"1865","Oncologie medicală 3",2022-08-01,28
"1866","Oncologie medicală 3",2022-08-08,12
"1867","Oncologie medicală 3",2022-08-15,17
"1868","Oncologie medicală 3",2022-08-22,-10
"1869","Oncologie medicală 3",2022-08-29,24
"1870","Oncologie medicală 3",2022-09-05,19
"1871","Oncologie medicală 3",2022-09-12,19
"1872","Oncologie medicală 3",2022-09-19,19
"1873","Oncologie medicală 3",2022-09-26,18
"1874","Oncologie medicală 3",2022-10-03,30
"1875","Oncologie medicală 3",2022-10-10,29
"1876","Oncologie medicală 3",2022-10-17,21
"1877","Oncologie medicală 3",2022-10-24,14
"1878","Oncologie medicală 3",2022-10-31,21
"1879","Oncologie medicală 3",2022-11-07,19
"1880","Oncologie medicală 3",2022-11-14,21
"1881","Oncologie medicală 3",2022-11-21,23
"1882","Oncologie medicală 3",2022-11-28,21
"1883","Oncologie medicală 3",2022-12-05,14
"1884","Oncologie medicală 3",2022-12-12,16
"1885","Oncologie medicală 3",2022-12-19,18
"1886","Oncologie medicală 3",2022-12-26,17
"1887","Oncologie medicală 3",2023-01-02,4
"1888","Oncologie medicală 3",2023-01-09,11
"1889","Oncologie medicală 3",2023-01-16,15
"1890","Oncologie medicală 3",2023-01-23,18
"1891","Oncologie medicală 3",2023-01-30,14
"1892","Oncologie medicală 3",2023-02-06,14
"1893","Oncologie medicală 3",2023-02-13,14
"1894","Oncologie medicală 3",2023-02-20,8
"1895","Oncologie medicală 3",2023-02-27,11
"1896","Oncologie medicală 3",2023-03-06,9
"1897","Oncologie medicală 3",2023-03-13,16
"1898","Oncologie medicală 3",2023-03-20,6
"1899","Oncologie medicală 3",2023-03-27,8
"1900","Oncologie medicală 3",2023-04-03,13
"1901","Oncologie medicală 3",2023-04-10,11
"1902","Oncologie medicală 3",2023-04-17,16
"1903","Oncologie medicală 3",2023-04-24,22
"1904","Oncologie medicală 3",2023-05-01,16
"1905","Oncologie medicală 3",2023-05-08,9
"1906","Oncologie medicală 3",2023-05-15,16
"1907","Oncologie medicală 3",2023-05-22,22
"1908","Oncologie medicală 3",2023-05-29,14
"1909","Oncologie medicală 3",2023-06-05,16
"1910","Oncologie medicală 3",2023-06-12,11
"1911","Oncologie medicală 3",2023-06-19,9
"1912","Oncologie medicală 3",2023-06-26,18
"1913","Oncologie medicală 3",2023-07-03,7
"1914","Oncologie medicală 3",2023-07-10,14
"1915","Oncologie medicală 3",2023-07-17,16
"1916","Oncologie medicală 3",2023-07-24,11
"1917","Oncologie medicală 3",2023-07-31,14
"1918","Oncologie medicală 3",2023-08-07,18
"1919","Oncologie medicală 3",2023-08-14,21
"1920","Oncologie medicală 3",2023-08-21,21
"1921","Oncologie medicală 3",2023-08-28,21
"1922","Oncologie medicală 3",2023-09-04,14
"1923","Oncologie medicală 3",2023-09-11,14
"1924","Oncologie medicală 3",2023-09-18,18
"1925","Oncologie medicală 3",2023-09-25,16
"1926","Staționar de zi",2022-03-04,0
"1927","Staționar de zi",2022-03-28,21
"1928","Staționar de zi",2022-04-04,17
"1929","Staționar de zi",2022-04-11,17
"1930","Staționar de zi",2022-04-18,17
"1931","Staționar de zi",2022-04-26,20
"1932","Staționar de zi",2022-05-03,22
"1933","Staționar de zi",2022-05-16,16
"1934","Staționar de zi",2022-05-23,16
"1935","Staționar de zi",2022-05-30,14
"1936","Staționar de zi",2022-06-13,14
"1937","Staționar de zi",2022-06-20,10
"1938","Staționar de zi",2022-06-27,14
"1939","Staționar de zi",2022-07-04,15
"1940","Staționar de zi",2022-07-18,23
"1941","Staționar de zi",2022-07-25,23
"1942","Staționar de zi",2022-08-01,21
"1943","Staționar de zi",2022-08-08,0
"1944","Staționar de zi",2022-08-15,0
"1945","Staționar de zi",2022-08-22,0
"1946","Staționar de zi",2022-08-29,0
"1947","Staționar de zi",2022-09-05,0
"1948","Staționar de zi",2022-09-12,0
"1949","Staționar de zi",2022-09-19,14
"1950","Staționar de zi",2022-09-26,9
"1951","Staționar de zi",2022-10-03,9
"1952","Staționar de zi",2022-10-10,9
"1953","Staționar de zi",2022-10-17,10
"1954","Staționar de zi",2022-10-24,11
"1955","Staționar de zi",2022-10-31,14
"1956","Staționar de zi",2022-11-07,19
"1957","Staționar de zi",2022-11-14,9
"1958","Staționar de zi",2022-11-21,10
"1959","Staționar de zi",2022-11-28,9
"1960","Staționar de zi",2022-12-05,7
"1961","Staționar de zi",2022-12-12,7
"1962","Staționar de zi",2022-12-19,16
"1963","Staționar de zi",2022-12-26,17
"1964","Staționar de zi",2023-01-02,15
"1965","Staționar de zi",2023-01-09,11
"1966","Staționar de zi",2023-01-16,11
"1967","Staționar de zi",2023-01-23,10
"1968","Staționar de zi",2023-01-30,10
"1969","Staționar de zi",2023-02-06,14
"1970","Staționar de zi",2023-02-13,9
"1971","Staționar de zi",2023-02-20,9
"1972","Staționar de zi",2023-02-27,10
"1973","Staționar de zi",2023-03-06,21
"1974","Staționar de zi",2023-03-13,21
"1975","Staționar de zi",2023-03-20,18
"1976","Staționar de zi",2023-03-27,22
"1977","Staționar de zi",2023-04-03,22
"1978","Staționar de zi",2023-04-10,15
"1979","Staționar de zi",2023-04-17,9
"1980","Staționar de zi",2023-04-24,8
"1981","Staționar de zi",2023-05-01,9
"1982","Staționar de zi",2023-05-08,16
"1983","Staționar de zi",2023-05-15,21
"1984","Staționar de zi",2023-05-22,18
"1985","Staționar de zi",2023-05-29,18
"1986","Staționar de zi",2023-06-05,11
"1987","Staționar de zi",2023-06-12,10
"1988","Staționar de zi",2023-06-19,8
"1989","Staționar de zi",2023-06-26,9
"1990","Staționar de zi",2023-07-03,9
"1991","Staționar de zi",2023-07-10,10
"1992","Staționar de zi",2023-07-17,17
"1993","Staționar de zi",2023-07-24,18
"1994","Staționar de zi",2023-07-31,17
"1995","Staționar de zi",2023-08-07,17
"1996","Staționar de zi",2023-08-14,11
"1997","Staționar de zi",2023-08-21,9
"1998","Staționar de zi",2023-08-28,10
"1999","Staționar de zi",2023-09-04,3
"2000","Staționar de zi",2023-09-11,8
"2001","Staționar de zi",2023-09-18,4
"2002","Staționar de zi",2023-09-25,7
"2003","Urologie",2023-10-06,14
"2004","Urologie",2023-09-29,10
"2005","Tumori cap și gât, Neonco",2023-10-13,60
"2006","Tumori cap și gât, Neonco",2023-10-06,66
"2007","Tumori cap și gât, Neonco",2023-09-29,61
"2008","Tumori cap și gât, Anestezie locală",2023-10-13,26
"2009","Tumori cap și gât, Anestezie locală",2023-10-06,27
"2010","Tumori cap și gât, Anestezie locală",2023-09-29,32
"2011","Tumori cap și gât, Anestezie generală",2023-10-13,10
"2012","Tumori cap și gât, Anestezie generală",2023-10-06,60
"2013","Tumori cap și gât, Anestezie generală",2023-09-29,54
"2014","Tumori ale pielii, melanom și ALM",2023-10-06,3
"2015","Tumori ale pielii, melanom și ALM",2023-10-06,0
"2016","Tumori ale pielii, melanom și ALM",2023-09-29,24
"2017","Toraco-abdominală",2023-10-13,3
"2018","Toraco-abdominală",2023-10-06,3
"2019","Toraco-abdominală",2023-09-29,6
"2020","Staționar de zi",2023-10-06,6
"2021","Staționar de zi",2023-09-29,6
"2022","Staționar de zi",2023-10-13,13
"2023","Proctologie",2023-10-13,6
"2024","Proctologie",2023-10-06,6
"2025","Proctologie",2023-09-29,12
"2026","Pediatrie oncologică",2023-10-13,0
"2027","Pediatrie oncologică",2023-10-06,0
"2028","Pediatrie oncologică",2023-09-29,0
"2029","Oncologie radiologică 4/Branhiterapia",2023-10-13,3
"2030","Oncologie radiologică 4/Branhiterapia",2023-10-06,4
"2031","Oncologie radiologică 4/Branhiterapia",2023-09-29,10
"2032","Oncologie radiologică 3",2023-10-13,11
"2033","Oncologie radiologică 3",2023-10-06,17
"2034","Oncologie radiologică 3",2023-09-29,12
"2035","Oncologie radiologică 2",2023-10-13,24
"2036","Oncologie radiologică 2",2023-10-06,24
"2037","Oncologie radiologică 2",2023-09-29,11
"2038","Oncologie radiologică 1",2023-10-13,24
"2039","Oncologie radiologică 1",2023-10-13,18
"2040","Oncologie radiologică 1",2023-10-06,24
"2041","Oncologie radiologică 1",2023-09-29,18
"2042","Oncologie medicală 3",2023-10-06,17
"2043","Oncologie medicală 3",2023-09-29,17
"2044","Oncologie medicală 3",2023-10-13,7
"2045","Oncologie medicală 2",2023-10-06,7
"2046","Oncologie medicală 2",2023-09-29,7
"2047","Oncologie medicală 2",2023-10-13,10
"2048","Oncologie medicală 1",2023-10-13,11
"2049","Oncologie medicală 1",2023-10-06,6
"2050","Oncologie medicală 1",2023-09-29,10
"2051","Mamologie, Malign Secundar",2023-10-13,42
"2052","Mamologie, Malign Secundar",2023-10-06,45
"2053","Mamologie, Malign Secundar",2023-09-29,27
"2054","Mamologie, Malign Primar",2023-10-13,7
"2055","Mamologie, Malign Primar",2023-10-06,7
"2056","Mamologie, Malign Primar",2023-09-29,21
"2057","Mamologie, Benign",2023-10-13,48
"2058","Mamologie, Benign",2023-10-06,46
"2059","Mamologie, Benign",2023-09-29,34
"2060","Hematologie pentru copii",2023-10-13,0
"2061","Hematologie pentru copii",2023-10-06,0
"2062","Hematologie pentru copii",2023-09-29,0
"2063","Hematologie 4",2023-10-13,4
"2064","Hematologie 4",2023-10-06,5
"2065","Hematologie 4",2023-09-29,4
"2066","Hematologie 2",2023-10-13,4
"2067","Hematologie 2",2023-10-06,5
"2068","Hematologie 2",2023-09-29,4
"2069","Hematologie 1",2023-10-13,5
"2070","Hematologie 1",2023-10-06,4
"2071","Hematologie 1",2023-09-29,3
"2072","Ginecologie",2023-10-13,21
"2073","Ginecologie",2023-10-06,17
"2074","Ginecologie",2023-09-29,19
"2075","Gastrologie",2023-10-13,3
"2076","Gastrologie",2023-10-06,3
"2077","Gastrologie",2023-09-29,3
"2078","Broncoscopie Chirurugie de o zi",2023-10-13,3
"2079","Broncoscopie Chirurugie de o zi",2023-10-06,4
"2080","Broncoscopie Chirurugie de o zi",2023-09-29,4
"2081","Toraco-abdominală",2023-10-20,3
"2082","Broncoscopie Chirurugie de o zi",2023-10-20,10
"2083","Gastrologie",2023-10-13,10
"2084","Tumori ale pielii, melanom și ALM",2023-10-20,17
"2085","Urologie",2023-10-20,6
"2086","Ginecologie",2023-10-20,20
"2087","Proctologie",2023-10-20,5
"2088","Pediatrie oncologică",2023-10-20,0
"2089","Tumori cap și gât, Anestezie generală",2023-10-20,52
"2090","Tumori cap și gât, Anestezie locală",2023-10-20,26
"2091","Tumori cap și gât, Neonco",2023-10-20,53
"2092","Hematologie 1",2023-10-20,3
"2093","Hematologie 2",2023-10-20,4
"2094","Hematologie 4",2023-10-20,5
"2095","Hematologie pentru copii",2023-10-20,0
"2096","Oncologie radiologică 4/Branhiterapia",2023-10-20,17
"2097","Oncologie medicală 1",2023-10-20,5
"2098","Oncologie medicală 2",2023-10-20,6
"2099","Oncologie medicală 3",2023-10-20,19
"2100","Staționar de zi",2023-10-20,11
"2101","Mamologie, Benign",2023-10-20,48
"2102","Mamologie, Malign Primar",2023-10-20,39
"2103","Mamologie, Malign Secundar",2023-10-20,41
"2104","Oncologie radiologică 1",2023-10-20,17
"2105","Oncologie medicală 3",2023-10-20,10
"2106","Toraco-abdominală",2023-10-27,3
"2107","Broncoscopie Chirurugie de o zi",2023-10-27,4
"2108","Gastrologie",2023-10-27,3
"2109","Tumori ale pielii, melanom și ALM",2023-10-27,11
"2110","Urologie",2023-10-27,10
"2111","Ginecologie",2023-10-27,24
"2112","Mamologie, Benign",2023-10-27,41
"2113","Mamologie, Malign Primar",2023-10-27,32
"2114","Mamologie, Malign Secundar",2023-10-27,35
"2115","Proctologie",2023-10-27,6
"2116","Pediatrie oncologică",2023-10-27,0
"2117","Tumori cap și gât, Anestezie generală",2023-10-27,52
"2118","Tumori cap și gât, Anestezie locală",2023-10-27,31
"2119","Tumori cap și gât, Neonco",2023-10-27,52
"2120","Hematologie 1",2023-10-27,5
"2121","Hematologie 2",2023-10-27,5
"2122","Hematologie 4",2023-10-27,5
"2123","Hematologie pentru copii",2023-10-27,0
"2124","Oncologie radiologică 1",2023-10-27,18
"2125","Oncologie radiologică 2",2023-10-27,18
"2126","Oncologie radiologică 3",2023-10-27,11
"2127","Oncologie radiologică 4/Branhiterapia",2023-10-27,10
"2128","Oncologie medicală 1",2023-10-27,7
"2129","Oncologie medicală 2",2023-10-27,7
"2130","Oncologie medicală 2",2023-10-27,7
"2131","Oncologie medicală 3",2023-10-27,10
"2132","Staționar de zi",2023-10-27,6
"2133","Gastrologie",2023-11-03,3
"2134","Gastrologie",2023-11-03,3
"2135","Tumori ale pielii, melanom și ALM",2023-11-03,12
"2136","Urologie",2023-11-03,10
"2137","Ginecologie",2023-11-03,24
"2138","Proctologie",2023-11-03,13
"2139","Pediatrie oncologică",2023-11-03,0
"2140","Tumori cap și gât, Anestezie generală",2023-11-03,47
"2141","Tumori cap și gât, Anestezie locală",2023-11-03,17
"2142","Tumori cap și gât, Neonco",2023-11-03,47
"2143","Hematologie pentru copii",2023-11-03,0
"2144","Oncologie radiologică 4/Branhiterapia",2023-11-03,5
"2145","Oncologie medicală 1",2023-11-03,6
"2146","Oncologie medicală 2",2023-11-03,6
"2147","Oncologie medicală 3",2023-11-03,7
"2148","Staționar de zi",2023-11-03,7
"2149","Toraco-abdominală",2023-11-03,4
"2150","Broncoscopie Chirurugie de o zi",2023-11-03,4
"2151","Mamologie, Benign",2023-11-03,41
"2152","Mamologie, Malign Primar",2023-11-03,32
"2153","Mamologie, Malign Secundar",2023-11-03,39
"2154","Hematologie 1",2023-11-03,4
"2155","Hematologie 2",2023-11-03,5
"2156","Hematologie 4",2023-11-03,5
"2157","Oncologie radiologică 1",2023-11-03,24
"2158","Oncologie radiologică 2",2023-11-03,24
"2159","Oncologie radiologică 3",2023-11-03,11
"2160","Toraco-abdominală",2023-11-10,4
"2161","Broncoscopie Chirurugie de o zi",2023-11-10,4
"2162","Gastrologie",2023-11-10,3
"2163","Tumori ale pielii, melanom și ALM",2023-11-10,17
"2164","Urologie",2023-11-10,10
"2165","Ginecologie",2023-11-10,26
"2166","Mamologie, Benign",2023-11-10,41
"2167","Mamologie, Malign Primar",2023-11-10,31
"2168","Mamologie, Malign Secundar",2023-11-10,34
"2169","Proctologie",2023-11-10,12
"2170","Pediatrie oncologică",2023-11-10,0
"2171","Tumori cap și gât, Anestezie generală",2023-11-10,48
"2172","Tumori cap și gât, Anestezie locală",2023-11-10,26
"2173","Tumori cap și gât, Neonco",2023-11-10,48
"2174","Hematologie 1",2023-11-10,4
"2175","Hematologie 2",2023-11-10,3
"2176","Hematologie 4",2023-11-10,4
"2177","Hematologie pentru copii",2023-11-10,0
"2178","Oncologie radiologică 1",2023-11-10,24
"2179","Oncologie radiologică 2",2023-11-10,24
"2180","Oncologie radiologică 3",2023-11-10,10
"2181","Oncologie radiologică 4/Branhiterapia",2023-11-10,3
"2182","Oncologie medicală 1",2023-11-10,14
"2183","Oncologie medicală 2",2023-11-10,12
"2184","Oncologie medicală 3",2023-11-10,19
"2185","Staționar de zi",2023-11-10,18
"2186","Toraco-abdominală",2023-11-17,3
"2187","Broncoscopie Chirurugie de o zi",2023-11-17,11
"2188","Gastrologie",2023-11-17,3
"2189","Tumori ale pielii, melanom și ALM",2023-11-17,5
"2190","Urologie",2023-11-17,5
"2191","Ginecologie",2023-11-17,31
"2192","Mamologie, Benign",2023-11-17,39
"2193","Mamologie, Malign Primar",2023-11-17,33
"2194","Mamologie, Malign Secundar",2023-11-17,5
"2195","Proctologie",2023-11-17,12
"2196","Pediatrie oncologică",2023-11-17,0
"2197","Tumori cap și gât, Anestezie generală",2023-11-17,53
"2198","Tumori cap și gât, Anestezie locală",2023-11-17,27
"2199","Tumori cap și gât, Neonco",2023-11-17,53
"2200","Hematologie 1",2023-11-17,5
"2201","Hematologie 2",2023-11-17,5
"2202","Hematologie 4",2023-11-17,6
"2203","Hematologie pentru copii",2023-11-17,0
"2204","Oncologie radiologică 1",2023-11-17,31
"2205","Oncologie radiologică 2",2023-11-17,31
"2206","Oncologie radiologică 4/Branhiterapia",2023-11-17,4
"2207","Oncologie medicală 1",2023-11-17,13
"2208","Oncologie medicală 2",2023-11-17,6
"2209","Oncologie medicală 3",2023-11-17,7
"2210","Staționar de zi",2023-11-17,20
"2211","Toraco-abdominală",2023-11-24,3
"2212","Broncoscopie Chirurugie de o zi",2023-11-24,4
"2213","Gastrologie",2023-11-24,3
"2214","Tumori ale pielii, melanom și ALM",2023-11-24,10
"2215","Urologie",2023-11-24,5
"2216","Ginecologie",2023-11-24,32
"2217","Mamologie, Benign",2023-11-24,42
"2218","Mamologie, Malign Primar",2023-11-24,34
"2219","Mamologie, Malign Secundar",2023-11-24,40
"2220","Proctologie",2023-11-24,12
"2221","Pediatrie oncologică",2023-11-24,0
"2222","Tumori cap și gât, Anestezie generală",2023-11-24,46
"2223","Tumori cap și gât, Anestezie locală",2023-11-24,32
"2224","Tumori cap și gât, Neonco",2023-11-24,52
"2225","Hematologie 1",2023-11-24,5
"2226","Hematologie 2",2023-11-24,5
"2227","Hematologie 4",2023-11-24,6
"2228","Hematologie pentru copii",2023-11-24,0
"2229","Oncologie radiologică 1",2023-11-24,24
"2230","Oncologie radiologică 2",2023-11-24,24
"2231","Oncologie radiologică 3",2023-11-24,24
"2232","Oncologie radiologică 4/Branhiterapia",2023-11-24,24
"2233","Oncologie medicală 1",2023-11-24,7
"2234","Oncologie medicală 2",2023-11-24,7
"2235","Oncologie medicală 3",2023-11-24,3
"2236","Staționar de zi",2023-11-24,26
"2237","Toraco-abdominală",2023-12-01,4
"2238","Broncoscopie Chirurugie de o zi",2023-12-01,4
"2239","Gastrologie",2023-12-01,3
"2240","Tumori ale pielii, melanom și ALM",2023-12-01,10
"2241","Urologie",2023-12-01,5
"2242","Ginecologie",2023-12-01,25
"2243","Mamologie, Benign",2023-12-01,52
"2244","Mamologie, Malign Primar",2023-12-01,35
"2245","Mamologie, Malign Secundar",2023-12-01,39
"2246","Proctologie",2023-12-01,6
"2247","Pediatrie oncologică",2023-12-01,0
"2248","Tumori cap și gât, Anestezie generală",2023-12-01,52
"2249","Tumori cap și gât, Anestezie locală",2023-12-01,25
"2250","Tumori cap și gât, Neonco",2023-12-01,52
"2251","Hematologie 1",2023-12-01,3
"2252","Hematologie 2",2023-12-01,4
"2253","Hematologie 4",2023-12-01,3
"2254","Hematologie pentru copii",2023-12-01,0
"2255","Oncologie radiologică 1",2023-12-01,26
"2256","Oncologie radiologică 2",2023-12-01,26
"2257","Oncologie radiologică 3",2023-12-01,26
"2258","Oncologie radiologică 4/Branhiterapia",2023-12-01,25
"2259","Oncologie medicală 1",2023-12-01,11
"2260","Oncologie medicală 2",2023-12-01,10
"2261","Oncologie medicală 3",2023-12-01,18
"2262","Staționar de zi",2023-12-01,19
"2263","Toraco-abdominală",2023-12-08,4
"2264","Broncoscopie Chirurugie de o zi",2023-12-08,4
"2265","Gastrologie",2023-12-08,3
"2266","Tumori ale pielii, melanom și ALM",2023-12-08,12
"2267","Urologie",2023-12-08,11
"2268","Ginecologie",2023-12-08,18
"2269","Mamologie, Benign",2023-12-08,48
"2270","Mamologie, Malign Primar",2023-12-08,39
"2271","Mamologie, Malign Secundar",2023-12-08,41
"2272","Proctologie",2023-12-08,6
"2273","Pediatrie oncologică",2023-12-08,0
"2274","Tumori cap și gât, Anestezie generală",2023-12-08,53
"2275","Tumori cap și gât, Anestezie locală",2023-12-08,27
"2276","Tumori cap și gât, Neonco",2023-12-08,59
"2277","Hematologie 1",2023-12-08,4
"2278","Hematologie 2",2023-12-08,5
"2279","Hematologie 4",2023-12-08,4
"2280","Hematologie pentru copii",2023-12-08,0
"2281","Oncologie radiologică 1",2023-12-08,0
"2282","Oncologie radiologică 2",2023-12-08,0
"2283","Oncologie radiologică 3",2023-12-08,0
"2284","Oncologie radiologică 4/Branhiterapia",2023-12-08,32
"2285","Oncologie medicală 1",2023-12-08,14
"2286","Oncologie medicală 2",2023-12-08,7
"2287","Oncologie medicală 3",2023-12-08,19
"2288","Staționar de zi",2023-12-08,18
"2289","Toraco-abdominală",2023-12-15,4
"2290","Broncoscopie Chirurugie de o zi",2023-12-15,6
"2291","Gastrologie",2023-12-15,3
"2292","Tumori ale pielii, melanom și ALM",2023-12-15,13
"2293","Urologie",2023-12-15,11
"2294","Mamologie, Benign",2023-12-15,48
"2295","Mamologie, Malign Primar",2023-12-15,39
"2296","Mamologie, Malign Secundar",2023-12-15,45
"2297","Proctologie",2023-12-15,20
"2298","Pediatrie oncologică",2023-12-15,0
"2299","Tumori cap și gât, Anestezie generală",2023-12-15,38
"2300","Tumori cap și gât, Anestezie locală",2023-12-15,25
"2301","Tumori cap și gât, Neonco",2023-12-15,60
"2302","Hematologie 1",2023-12-15,4
"2303","Hematologie 2",2023-12-15,5
"2304","Hematologie 4",2023-12-15,5
"2305","Hematologie pentru copii",2023-12-15,0
"2306","Oncologie radiologică 1",2023-12-15,32
"2307","Oncologie radiologică 2",2023-12-15,32
"2308","Oncologie radiologică 3",2023-12-15,32
"2309","Oncologie radiologică 4/Branhiterapia",2023-12-15,31
"2310","Oncologie medicală 1",2023-12-15,11
"2311","Oncologie medicală 2",2023-12-15,11
